Q000080	en	what is machine learning	D000080	Machine learning is a subset of AI that enables systems to learn from data.
Q000081	en	how does neural network work	D000081	Neural networks are computing systems inspired by biological neurons.
Q000082	en	explain deep learning	D000082	Deep learning uses multiple layers of neural networks.
Q000083	en	what is transfer learning	D000083	Transfer learning reuses knowledge from one task to another.
Q000084	en	transformer architecture	D000084	Transformers use attention mechanisms for sequence processing.
Q000085	en	what is machine learning	D000085	Machine learning is a subset of AI that enables systems to learn from data.
Q000086	en	how does neural network work	D000086	Neural networks are computing systems inspired by biological neurons.
Q000087	en	explain deep learning	D000087	Deep learning uses multiple layers of neural networks.
Q000088	en	what is transfer learning	D000088	Transfer learning reuses knowledge from one task to another.
Q000089	en	transformer architecture	D000089	Transformers use attention mechanisms for sequence processing.
Q000090	en	what is machine learning	D000090	Machine learning is a subset of AI that enables systems to learn from data.
Q000091	en	how does neural network work	D000091	Neural networks are computing systems inspired by biological neurons.
Q000092	en	explain deep learning	D000092	Deep learning uses multiple layers of neural networks.
Q000093	en	what is transfer learning	D000093	Transfer learning reuses knowledge from one task to another.
Q000094	en	transformer architecture	D000094	Transformers use attention mechanisms for sequence processing.
Q000095	en	what is machine learning	D000095	Machine learning is a subset of AI that enables systems to learn from data.
Q000096	en	how does neural network work	D000096	Neural networks are computing systems inspired by biological neurons.
Q000097	en	explain deep learning	D000097	Deep learning uses multiple layers of neural networks.
Q000098	en	what is transfer learning	D000098	Transfer learning reuses knowledge from one task to another.
Q000099	en	transformer architecture	D000099	Transformers use attention mechanisms for sequence processing.
Q000100	en	what is machine learning	D000100	Machine learning is a subset of AI that enables systems to learn from data.
Q000101	en	how does neural network work	D000101	Neural networks are computing systems inspired by biological neurons.
Q000102	en	explain deep learning	D000102	Deep learning uses multiple layers of neural networks.
Q000103	en	what is transfer learning	D000103	Transfer learning reuses knowledge from one task to another.
Q000104	en	transformer architecture	D000104	Transformers use attention mechanisms for sequence processing.
Q000105	en	what is machine learning	D000105	Machine learning is a subset of AI that enables systems to learn from data.
Q000106	en	how does neural network work	D000106	Neural networks are computing systems inspired by biological neurons.
Q000107	en	explain deep learning	D000107	Deep learning uses multiple layers of neural networks.
Q000108	en	what is transfer learning	D000108	Transfer learning reuses knowledge from one task to another.
Q000109	en	transformer architecture	D000109	Transformers use attention mechanisms for sequence processing.
Q000110	en	what is machine learning	D000110	Machine learning is a subset of AI that enables systems to learn from data.
Q000111	en	how does neural network work	D000111	Neural networks are computing systems inspired by biological neurons.
Q000112	en	explain deep learning	D000112	Deep learning uses multiple layers of neural networks.
Q000113	en	what is transfer learning	D000113	Transfer learning reuses knowledge from one task to another.
Q000114	en	transformer architecture	D000114	Transformers use attention mechanisms for sequence processing.
Q000115	en	what is machine learning	D000115	Machine learning is a subset of AI that enables systems to learn from data.
Q000116	en	how does neural network work	D000116	Neural networks are computing systems inspired by biological neurons.
Q000117	en	explain deep learning	D000117	Deep learning uses multiple layers of neural networks.
Q000118	en	what is transfer learning	D000118	Transfer learning reuses knowledge from one task to another.
Q000119	en	transformer architecture	D000119	Transformers use attention mechanisms for sequence processing.
Q000120	en	what is machine learning	D000120	Machine learning is a subset of AI that enables systems to learn from data.
Q000121	en	how does neural network work	D000121	Neural networks are computing systems inspired by biological neurons.
Q000122	en	explain deep learning	D000122	Deep learning uses multiple layers of neural networks.
Q000123	en	what is transfer learning	D000123	Transfer learning reuses knowledge from one task to another.
Q000124	en	transformer architecture	D000124	Transformers use attention mechanisms for sequence processing.
Q000125	en	what is machine learning	D000125	Machine learning is a subset of AI that enables systems to learn from data.
Q000126	en	how does neural network work	D000126	Neural networks are computing systems inspired by biological neurons.
Q000127	en	explain deep learning	D000127	Deep learning uses multiple layers of neural networks.
Q000128	en	what is transfer learning	D000128	Transfer learning reuses knowledge from one task to another.
Q000129	en	transformer architecture	D000129	Transformers use attention mechanisms for sequence processing.
Q000130	en	what is machine learning	D000130	Machine learning is a subset of AI that enables systems to learn from data.
Q000131	en	how does neural network work	D000131	Neural networks are computing systems inspired by biological neurons.
Q000132	en	explain deep learning	D000132	Deep learning uses multiple layers of neural networks.
Q000133	en	what is transfer learning	D000133	Transfer learning reuses knowledge from one task to another.
Q000134	en	transformer architecture	D000134	Transformers use attention mechanisms for sequence processing.
Q000135	en	what is machine learning	D000135	Machine learning is a subset of AI that enables systems to learn from data.
Q000136	en	how does neural network work	D000136	Neural networks are computing systems inspired by biological neurons.
Q000137	en	explain deep learning	D000137	Deep learning uses multiple layers of neural networks.
Q000138	en	what is transfer learning	D000138	Transfer learning reuses knowledge from one task to another.
Q000139	en	transformer architecture	D000139	Transformers use attention mechanisms for sequence processing.
Q000140	en	what is machine learning	D000140	Machine learning is a subset of AI that enables systems to learn from data.
Q000141	en	how does neural network work	D000141	Neural networks are computing systems inspired by biological neurons.
Q000142	en	explain deep learning	D000142	Deep learning uses multiple layers of neural networks.
Q000143	en	what is transfer learning	D000143	Transfer learning reuses knowledge from one task to another.
Q000144	en	transformer architecture	D000144	Transformers use attention mechanisms for sequence processing.
Q000145	en	what is machine learning	D000145	Machine learning is a subset of AI that enables systems to learn from data.
Q000146	en	how does neural network work	D000146	Neural networks are computing systems inspired by biological neurons.
Q000147	en	explain deep learning	D000147	Deep learning uses multiple layers of neural networks.
Q000148	en	what is transfer learning	D000148	Transfer learning reuses knowledge from one task to another.
Q000149	en	transformer architecture	D000149	Transformers use attention mechanisms for sequence processing.
Q000150	en	what is machine learning	D000150	Machine learning is a subset of AI that enables systems to learn from data.
Q000151	en	how does neural network work	D000151	Neural networks are computing systems inspired by biological neurons.
Q000152	en	explain deep learning	D000152	Deep learning uses multiple layers of neural networks.
Q000153	en	what is transfer learning	D000153	Transfer learning reuses knowledge from one task to another.
Q000154	en	transformer architecture	D000154	Transformers use attention mechanisms for sequence processing.
Q000155	en	what is machine learning	D000155	Machine learning is a subset of AI that enables systems to learn from data.
Q000156	en	how does neural network work	D000156	Neural networks are computing systems inspired by biological neurons.
Q000157	en	explain deep learning	D000157	Deep learning uses multiple layers of neural networks.
Q000158	en	what is transfer learning	D000158	Transfer learning reuses knowledge from one task to another.
Q000159	en	transformer architecture	D000159	Transformers use attention mechanisms for sequence processing.
Q000160	en	what is machine learning	D000160	Machine learning is a subset of AI that enables systems to learn from data.
Q000161	en	how does neural network work	D000161	Neural networks are computing systems inspired by biological neurons.
Q000162	en	explain deep learning	D000162	Deep learning uses multiple layers of neural networks.
Q000163	en	what is transfer learning	D000163	Transfer learning reuses knowledge from one task to another.
Q000164	en	transformer architecture	D000164	Transformers use attention mechanisms for sequence processing.
Q000165	en	what is machine learning	D000165	Machine learning is a subset of AI that enables systems to learn from data.
Q000166	en	how does neural network work	D000166	Neural networks are computing systems inspired by biological neurons.
Q000167	en	explain deep learning	D000167	Deep learning uses multiple layers of neural networks.
Q000168	en	what is transfer learning	D000168	Transfer learning reuses knowledge from one task to another.
Q000169	en	transformer architecture	D000169	Transformers use attention mechanisms for sequence processing.
Q000170	en	what is machine learning	D000170	Machine learning is a subset of AI that enables systems to learn from data.
Q000171	en	how does neural network work	D000171	Neural networks are computing systems inspired by biological neurons.
Q000172	en	explain deep learning	D000172	Deep learning uses multiple layers of neural networks.
Q000173	en	what is transfer learning	D000173	Transfer learning reuses knowledge from one task to another.
Q000174	en	transformer architecture	D000174	Transformers use attention mechanisms for sequence processing.
Q000175	en	what is machine learning	D000175	Machine learning is a subset of AI that enables systems to learn from data.
Q000176	en	how does neural network work	D000176	Neural networks are computing systems inspired by biological neurons.
Q000177	en	explain deep learning	D000177	Deep learning uses multiple layers of neural networks.
Q000178	en	what is transfer learning	D000178	Transfer learning reuses knowledge from one task to another.
Q000179	en	transformer architecture	D000179	Transformers use attention mechanisms for sequence processing.
Q000180	en	what is machine learning	D000180	Machine learning is a subset of AI that enables systems to learn from data.
Q000181	en	how does neural network work	D000181	Neural networks are computing systems inspired by biological neurons.
Q000182	en	explain deep learning	D000182	Deep learning uses multiple layers of neural networks.
Q000183	en	what is transfer learning	D000183	Transfer learning reuses knowledge from one task to another.
Q000184	en	transformer architecture	D000184	Transformers use attention mechanisms for sequence processing.
Q000185	en	what is machine learning	D000185	Machine learning is a subset of AI that enables systems to learn from data.
Q000186	en	how does neural network work	D000186	Neural networks are computing systems inspired by biological neurons.
Q000187	en	explain deep learning	D000187	Deep learning uses multiple layers of neural networks.
Q000188	en	what is transfer learning	D000188	Transfer learning reuses knowledge from one task to another.
Q000189	en	transformer architecture	D000189	Transformers use attention mechanisms for sequence processing.
Q000190	en	what is machine learning	D000190	Machine learning is a subset of AI that enables systems to learn from data.
Q000191	en	how does neural network work	D000191	Neural networks are computing systems inspired by biological neurons.
Q000192	en	explain deep learning	D000192	Deep learning uses multiple layers of neural networks.
Q000193	en	what is transfer learning	D000193	Transfer learning reuses knowledge from one task to another.
Q000194	en	transformer architecture	D000194	Transformers use attention mechanisms for sequence processing.
Q000195	en	what is machine learning	D000195	Machine learning is a subset of AI that enables systems to learn from data.
Q000196	en	how does neural network work	D000196	Neural networks are computing systems inspired by biological neurons.
Q000197	en	explain deep learning	D000197	Deep learning uses multiple layers of neural networks.
Q000198	en	what is transfer learning	D000198	Transfer learning reuses knowledge from one task to another.
Q000199	en	transformer architecture	D000199	Transformers use attention mechanisms for sequence processing.
Q000200	en	what is machine learning	D000200	Machine learning is a subset of AI that enables systems to learn from data.
Q000201	en	how does neural network work	D000201	Neural networks are computing systems inspired by biological neurons.
Q000202	en	explain deep learning	D000202	Deep learning uses multiple layers of neural networks.
Q000203	en	what is transfer learning	D000203	Transfer learning reuses knowledge from one task to another.
Q000204	en	transformer architecture	D000204	Transformers use attention mechanisms for sequence processing.
Q000205	en	what is machine learning	D000205	Machine learning is a subset of AI that enables systems to learn from data.
Q000206	en	how does neural network work	D000206	Neural networks are computing systems inspired by biological neurons.
Q000207	en	explain deep learning	D000207	Deep learning uses multiple layers of neural networks.
Q000208	en	what is transfer learning	D000208	Transfer learning reuses knowledge from one task to another.
Q000209	en	transformer architecture	D000209	Transformers use attention mechanisms for sequence processing.
Q000210	en	what is machine learning	D000210	Machine learning is a subset of AI that enables systems to learn from data.
Q000211	en	how does neural network work	D000211	Neural networks are computing systems inspired by biological neurons.
Q000212	en	explain deep learning	D000212	Deep learning uses multiple layers of neural networks.
Q000213	en	what is transfer learning	D000213	Transfer learning reuses knowledge from one task to another.
Q000214	en	transformer architecture	D000214	Transformers use attention mechanisms for sequence processing.
Q000215	en	what is machine learning	D000215	Machine learning is a subset of AI that enables systems to learn from data.
Q000216	en	how does neural network work	D000216	Neural networks are computing systems inspired by biological neurons.
Q000217	en	explain deep learning	D000217	Deep learning uses multiple layers of neural networks.
Q000218	en	what is transfer learning	D000218	Transfer learning reuses knowledge from one task to another.
Q000219	en	transformer architecture	D000219	Transformers use attention mechanisms for sequence processing.
Q000220	en	what is machine learning	D000220	Machine learning is a subset of AI that enables systems to learn from data.
Q000221	en	how does neural network work	D000221	Neural networks are computing systems inspired by biological neurons.
Q000222	en	explain deep learning	D000222	Deep learning uses multiple layers of neural networks.
Q000223	en	what is transfer learning	D000223	Transfer learning reuses knowledge from one task to another.
Q000224	en	transformer architecture	D000224	Transformers use attention mechanisms for sequence processing.
Q000225	en	what is machine learning	D000225	Machine learning is a subset of AI that enables systems to learn from data.
Q000226	en	how does neural network work	D000226	Neural networks are computing systems inspired by biological neurons.
Q000227	en	explain deep learning	D000227	Deep learning uses multiple layers of neural networks.
Q000228	en	what is transfer learning	D000228	Transfer learning reuses knowledge from one task to another.
Q000229	en	transformer architecture	D000229	Transformers use attention mechanisms for sequence processing.
Q000230	en	what is machine learning	D000230	Machine learning is a subset of AI that enables systems to learn from data.
Q000231	en	how does neural network work	D000231	Neural networks are computing systems inspired by biological neurons.
Q000232	en	explain deep learning	D000232	Deep learning uses multiple layers of neural networks.
Q000233	en	what is transfer learning	D000233	Transfer learning reuses knowledge from one task to another.
Q000234	en	transformer architecture	D000234	Transformers use attention mechanisms for sequence processing.
Q000235	en	what is machine learning	D000235	Machine learning is a subset of AI that enables systems to learn from data.
Q000236	en	how does neural network work	D000236	Neural networks are computing systems inspired by biological neurons.
Q000237	en	explain deep learning	D000237	Deep learning uses multiple layers of neural networks.
Q000238	en	what is transfer learning	D000238	Transfer learning reuses knowledge from one task to another.
Q000239	en	transformer architecture	D000239	Transformers use attention mechanisms for sequence processing.
Q000240	en	what is machine learning	D000240	Machine learning is a subset of AI that enables systems to learn from data.
Q000241	en	how does neural network work	D000241	Neural networks are computing systems inspired by biological neurons.
Q000242	en	explain deep learning	D000242	Deep learning uses multiple layers of neural networks.
Q000243	en	what is transfer learning	D000243	Transfer learning reuses knowledge from one task to another.
Q000244	en	transformer architecture	D000244	Transformers use attention mechanisms for sequence processing.
Q000245	en	what is machine learning	D000245	Machine learning is a subset of AI that enables systems to learn from data.
Q000246	en	how does neural network work	D000246	Neural networks are computing systems inspired by biological neurons.
Q000247	en	explain deep learning	D000247	Deep learning uses multiple layers of neural networks.
Q000248	en	what is transfer learning	D000248	Transfer learning reuses knowledge from one task to another.
Q000249	en	transformer architecture	D000249	Transformers use attention mechanisms for sequence processing.
Q000250	en	what is machine learning	D000250	Machine learning is a subset of AI that enables systems to learn from data.
Q000251	en	how does neural network work	D000251	Neural networks are computing systems inspired by biological neurons.
Q000252	en	explain deep learning	D000252	Deep learning uses multiple layers of neural networks.
Q000253	en	what is transfer learning	D000253	Transfer learning reuses knowledge from one task to another.
Q000254	en	transformer architecture	D000254	Transformers use attention mechanisms for sequence processing.
Q000255	en	what is machine learning	D000255	Machine learning is a subset of AI that enables systems to learn from data.
Q000256	en	how does neural network work	D000256	Neural networks are computing systems inspired by biological neurons.
Q000257	en	explain deep learning	D000257	Deep learning uses multiple layers of neural networks.
Q000258	en	what is transfer learning	D000258	Transfer learning reuses knowledge from one task to another.
Q000259	en	transformer architecture	D000259	Transformers use attention mechanisms for sequence processing.
Q000260	en	what is machine learning	D000260	Machine learning is a subset of AI that enables systems to learn from data.
Q000261	en	how does neural network work	D000261	Neural networks are computing systems inspired by biological neurons.
Q000262	en	explain deep learning	D000262	Deep learning uses multiple layers of neural networks.
Q000263	en	what is transfer learning	D000263	Transfer learning reuses knowledge from one task to another.
Q000264	en	transformer architecture	D000264	Transformers use attention mechanisms for sequence processing.
Q000265	en	what is machine learning	D000265	Machine learning is a subset of AI that enables systems to learn from data.
Q000266	en	how does neural network work	D000266	Neural networks are computing systems inspired by biological neurons.
Q000267	en	explain deep learning	D000267	Deep learning uses multiple layers of neural networks.
Q000268	en	what is transfer learning	D000268	Transfer learning reuses knowledge from one task to another.
Q000269	en	transformer architecture	D000269	Transformers use attention mechanisms for sequence processing.
Q000270	en	what is machine learning	D000270	Machine learning is a subset of AI that enables systems to learn from data.
Q000271	en	how does neural network work	D000271	Neural networks are computing systems inspired by biological neurons.
Q000272	en	explain deep learning	D000272	Deep learning uses multiple layers of neural networks.
Q000273	en	what is transfer learning	D000273	Transfer learning reuses knowledge from one task to another.
Q000274	en	transformer architecture	D000274	Transformers use attention mechanisms for sequence processing.
Q000275	en	what is machine learning	D000275	Machine learning is a subset of AI that enables systems to learn from data.
Q000276	en	how does neural network work	D000276	Neural networks are computing systems inspired by biological neurons.
Q000277	en	explain deep learning	D000277	Deep learning uses multiple layers of neural networks.
Q000278	en	what is transfer learning	D000278	Transfer learning reuses knowledge from one task to another.
Q000279	en	transformer architecture	D000279	Transformers use attention mechanisms for sequence processing.
Q000280	en	what is machine learning	D000280	Machine learning is a subset of AI that enables systems to learn from data.
Q000281	en	how does neural network work	D000281	Neural networks are computing systems inspired by biological neurons.
Q000282	en	explain deep learning	D000282	Deep learning uses multiple layers of neural networks.
Q000283	en	what is transfer learning	D000283	Transfer learning reuses knowledge from one task to another.
Q000284	en	transformer architecture	D000284	Transformers use attention mechanisms for sequence processing.
Q000285	en	what is machine learning	D000285	Machine learning is a subset of AI that enables systems to learn from data.
Q000286	en	how does neural network work	D000286	Neural networks are computing systems inspired by biological neurons.
Q000287	en	explain deep learning	D000287	Deep learning uses multiple layers of neural networks.
Q000288	en	what is transfer learning	D000288	Transfer learning reuses knowledge from one task to another.
Q000289	en	transformer architecture	D000289	Transformers use attention mechanisms for sequence processing.
Q000290	en	what is machine learning	D000290	Machine learning is a subset of AI that enables systems to learn from data.
Q000291	en	how does neural network work	D000291	Neural networks are computing systems inspired by biological neurons.
Q000292	en	explain deep learning	D000292	Deep learning uses multiple layers of neural networks.
Q000293	en	what is transfer learning	D000293	Transfer learning reuses knowledge from one task to another.
Q000294	en	transformer architecture	D000294	Transformers use attention mechanisms for sequence processing.
Q000295	en	what is machine learning	D000295	Machine learning is a subset of AI that enables systems to learn from data.
Q000296	en	how does neural network work	D000296	Neural networks are computing systems inspired by biological neurons.
Q000297	en	explain deep learning	D000297	Deep learning uses multiple layers of neural networks.
Q000298	en	what is transfer learning	D000298	Transfer learning reuses knowledge from one task to another.
Q000299	en	transformer architecture	D000299	Transformers use attention mechanisms for sequence processing.
Q000300	en	what is machine learning	D000300	Machine learning is a subset of AI that enables systems to learn from data.
Q000301	en	how does neural network work	D000301	Neural networks are computing systems inspired by biological neurons.
Q000302	en	explain deep learning	D000302	Deep learning uses multiple layers of neural networks.
Q000303	en	what is transfer learning	D000303	Transfer learning reuses knowledge from one task to another.
Q000304	en	transformer architecture	D000304	Transformers use attention mechanisms for sequence processing.
Q000305	en	what is machine learning	D000305	Machine learning is a subset of AI that enables systems to learn from data.
Q000306	en	how does neural network work	D000306	Neural networks are computing systems inspired by biological neurons.
Q000307	en	explain deep learning	D000307	Deep learning uses multiple layers of neural networks.
Q000308	en	what is transfer learning	D000308	Transfer learning reuses knowledge from one task to another.
Q000309	en	transformer architecture	D000309	Transformers use attention mechanisms for sequence processing.
Q000310	en	what is machine learning	D000310	Machine learning is a subset of AI that enables systems to learn from data.
Q000311	en	how does neural network work	D000311	Neural networks are computing systems inspired by biological neurons.
Q000312	en	explain deep learning	D000312	Deep learning uses multiple layers of neural networks.
Q000313	en	what is transfer learning	D000313	Transfer learning reuses knowledge from one task to another.
Q000314	en	transformer architecture	D000314	Transformers use attention mechanisms for sequence processing.
Q000315	en	what is machine learning	D000315	Machine learning is a subset of AI that enables systems to learn from data.
Q000316	en	how does neural network work	D000316	Neural networks are computing systems inspired by biological neurons.
Q000317	en	explain deep learning	D000317	Deep learning uses multiple layers of neural networks.
Q000318	en	what is transfer learning	D000318	Transfer learning reuses knowledge from one task to another.
Q000319	en	transformer architecture	D000319	Transformers use attention mechanisms for sequence processing.
Q000320	en	what is machine learning	D000320	Machine learning is a subset of AI that enables systems to learn from data.
Q000321	en	how does neural network work	D000321	Neural networks are computing systems inspired by biological neurons.
Q000322	en	explain deep learning	D000322	Deep learning uses multiple layers of neural networks.
Q000323	en	what is transfer learning	D000323	Transfer learning reuses knowledge from one task to another.
Q000324	en	transformer architecture	D000324	Transformers use attention mechanisms for sequence processing.
Q000325	en	what is machine learning	D000325	Machine learning is a subset of AI that enables systems to learn from data.
Q000326	en	how does neural network work	D000326	Neural networks are computing systems inspired by biological neurons.
Q000327	en	explain deep learning	D000327	Deep learning uses multiple layers of neural networks.
Q000328	en	what is transfer learning	D000328	Transfer learning reuses knowledge from one task to another.
Q000329	en	transformer architecture	D000329	Transformers use attention mechanisms for sequence processing.
Q000330	en	what is machine learning	D000330	Machine learning is a subset of AI that enables systems to learn from data.
Q000331	en	how does neural network work	D000331	Neural networks are computing systems inspired by biological neurons.
Q000332	en	explain deep learning	D000332	Deep learning uses multiple layers of neural networks.
Q000333	en	what is transfer learning	D000333	Transfer learning reuses knowledge from one task to another.
Q000334	en	transformer architecture	D000334	Transformers use attention mechanisms for sequence processing.
Q000335	en	what is machine learning	D000335	Machine learning is a subset of AI that enables systems to learn from data.
Q000336	en	how does neural network work	D000336	Neural networks are computing systems inspired by biological neurons.
Q000337	en	explain deep learning	D000337	Deep learning uses multiple layers of neural networks.
Q000338	en	what is transfer learning	D000338	Transfer learning reuses knowledge from one task to another.
Q000339	en	transformer architecture	D000339	Transformers use attention mechanisms for sequence processing.
Q000340	en	what is machine learning	D000340	Machine learning is a subset of AI that enables systems to learn from data.
Q000341	en	how does neural network work	D000341	Neural networks are computing systems inspired by biological neurons.
Q000342	en	explain deep learning	D000342	Deep learning uses multiple layers of neural networks.
Q000343	en	what is transfer learning	D000343	Transfer learning reuses knowledge from one task to another.
Q000344	en	transformer architecture	D000344	Transformers use attention mechanisms for sequence processing.
Q000345	en	what is machine learning	D000345	Machine learning is a subset of AI that enables systems to learn from data.
Q000346	en	how does neural network work	D000346	Neural networks are computing systems inspired by biological neurons.
Q000347	en	explain deep learning	D000347	Deep learning uses multiple layers of neural networks.
Q000348	en	what is transfer learning	D000348	Transfer learning reuses knowledge from one task to another.
Q000349	en	transformer architecture	D000349	Transformers use attention mechanisms for sequence processing.
Q000350	en	what is machine learning	D000350	Machine learning is a subset of AI that enables systems to learn from data.
Q000351	en	how does neural network work	D000351	Neural networks are computing systems inspired by biological neurons.
Q000352	en	explain deep learning	D000352	Deep learning uses multiple layers of neural networks.
Q000353	en	what is transfer learning	D000353	Transfer learning reuses knowledge from one task to another.
Q000354	en	transformer architecture	D000354	Transformers use attention mechanisms for sequence processing.
Q000355	en	what is machine learning	D000355	Machine learning is a subset of AI that enables systems to learn from data.
Q000356	en	how does neural network work	D000356	Neural networks are computing systems inspired by biological neurons.
Q000357	en	explain deep learning	D000357	Deep learning uses multiple layers of neural networks.
